User_ID,Session_ID,Product_ID,Category_Name,Brand_ID,Event_Type,Timestamp,Device_Type,Traffic_Source,User_Region,User_Age_Group,Membership_Type,Session_Duration_sec,Time_Spent_On_Product_sec,Time_Since_Last_Event_sec,Event_Sequence_Order,Product_Price,Discount_Percent,Product_Rating,Review_Count,Stock_Status,Delivery_Option,Previous_Views,Previous_Cart_Additions,Previous_Purchases,Category_View_Count,Brand_Interaction_Count,Wishlist_Count,Cart_Abandonment_Rate,Purchase_Frequency,Average_Order_Value,Customer_Loyalty_Score,Click_Rate,Page_Scroll_Depth_Percent,Repeat_Visit_Count,Search_Frequency,Offer_Interaction_Count,Recommendation_Action
11940,55804,25131,Furniture,3760,Search_Click,2024-02-26 04:30:10,Desktop,Direct,North,25-34,Silver,5181,692,1479,43,42400.18,55.11,2.06,13281,In_Stock,Same_Day,26,8,26,8,19,15,0.296,0.016,29913.78,24.62,0.258,41.49,29,18,3,View
13954,53326,25850,Books,3025,Product_View,2024-08-15 21:40:46,Desktop,Search_Engine,North,55+,Regular,1366,113,761,22,43168.91,72.3,2.15,10616,Out_of_Stock,Standard,0,19,4,54,25,16,0.855,0.874,56183.74,62.57,0.494,13.02,35,14,10,View
12382,58380,20322,Books,3465,Wishlist_Add,2024-01-14 14:05:13,Desktop,Advertisement,South,35-44,Regular,2072,170,1685,42,86277.95,2.84,2.91,6525,Limited_Stock,Express,36,5,9,46,41,4,0.641,0.507,22839.68,37.55,0.319,85.79,10,26,16,View
10969,51215,25788,Books,3374,Wishlist_Add,2024-04-26 22:31:44,Mobile,Search_Engine,Central,25-34,Premium,1241,199,1058,16,76561.39,61.32,3.62,7431,In_Stock,Express,89,24,32,35,18,9,0.29,0.992,14591.7,69.9,0.519,13.05,39,24,3,Purchase
11317,57557,22288,Home_Appliances,3196,Product_View,2024-02-04 05:05:37,Desktop,Search_Engine,Central,18-24,Regular,1218,593,1132,32,35458.91,61.18,1.37,3311,In_Stock,Express,45,15,12,47,29,24,0.383,0.352,40887.16,29.57,0.085,51.45,34,6,13,View
11044,61479,25113,Footwear,3704,Search_Click,2024-02-06 15:05:16,Mobile,Search_Engine,South,25-34,Silver,1966,799,1252,26,57113.29,32.31,1.8,12267,In_Stock,Same_Day,68,16,33,5,45,7,0.232,0.187,2464.01,42.88,0.151,54.38,31,18,8,View
10282,61639,23132,Beauty,3402,Wishlist_Add,2024-09-13 14:38:34,Mobile,Social_Media,North,35-44,Regular,982,192,942,48,40311.14,29.99,1.4,11286,Out_of_Stock,Standard,34,21,0,13,28,20,0.187,0.639,2544.47,17.56,0.1,70.3,19,4,14,View
12845,59302,24746,Books,3122,Purchase,2024-11-07 18:34:56,Mobile,Search_Engine,Central,45-54,Gold,664,393,132,36,60653.17,71.31,4.0,1936,Limited_Stock,Standard,36,24,13,67,2,15,0.347,0.292,36808.42,56.56,0.102,66.55,7,28,19,View
11059,60714,21703,Toys,3772,Product_View,2024-06-29 18:36:54,Mobile,Social_Media,West,35-44,Gold,100,535,1385,38,86261.62,28.19,4.57,6635,In_Stock,Standard,46,9,7,52,19,9,0.771,0.411,43358.74,19.71,0.102,51.7,38,16,13,Ignore
14294,58723,22213,Home_Appliances,3559,Wishlist_Add,2024-04-29 18:00:52,Mobile,Advertisement,East,25-34,Regular,1275,708,1191,48,53832.95,4.06,4.17,5214,In_Stock,Express,17,11,6,16,37,14,0.639,0.675,37543.42,71.66,0.501,23.61,35,5,4,View
12533,59263,20831,Beauty,3209,Product_View,2024-01-26 07:33:37,Desktop,Direct,North,25-34,Regular,3028,235,1773,29,13471.63,65.02,3.03,9326,In_Stock,Standard,39,19,28,26,44,13,0.778,0.476,51135.06,83.98,0.555,85.06,23,19,8,Add_to_Cart
13829,53137,20189,Books,3301,Product_View,2024-02-10 12:06:00,Tablet,Search_Engine,West,25-34,Regular,1182,409,344,25,79844.37,66.98,1.42,10791,Out_of_Stock,Standard,81,21,34,11,21,25,0.49,0.115,13793.26,32.81,0.448,49.54,6,4,12,Add_to_Cart
15179,59155,25607,Electronics,3601,Cart_Add,2024-04-06 01:14:56,Mobile,Search_Engine,South,25-34,Silver,3833,110,983,8,69553.53,40.61,4.03,3936,In_Stock,Express,25,18,5,40,5,11,0.954,0.798,16865.08,80.36,0.215,85.56,5,32,4,View
15281,56619,24053,Toys,3515,Wishlist_Add,2024-11-22 18:45:25,Mobile,Search_Engine,South,35-44,Regular,3207,168,59,33,16931.28,67.91,4.99,11431,In_Stock,Standard,88,22,30,69,7,15,0.842,0.325,14164.74,31.7,0.597,93.81,26,32,17,Add_to_Cart
11009,55266,20092,Electronics,3657,Search_Click,2024-09-22 09:09:37,Mobile,Search_Engine,East,18-24,Premium,2582,567,994,39,59456.79,48.35,3.86,10699,Out_of_Stock,Standard,69,21,24,39,29,28,0.096,0.288,6309.07,30.7,0.823,82.98,37,16,17,Add_to_Cart
11230,57090,23878,Footwear,3534,Wishlist_Add,2024-08-07 15:34:51,Desktop,Social_Media,Central,18-24,Regular,290,96,1292,57,86585.41,10.26,1.14,4504,In_Stock,Standard,8,3,0,48,48,0,0.63,0.845,13803.41,30.64,0.584,94.16,4,4,9,View
11036,57966,21912,Grocery,3039,Cart_Add,2024-03-12 19:08:54,Desktop,Search_Engine,West,18-24,Regular,4495,21,1688,18,85442.79,12.64,2.69,14675,Limited_Stock,Standard,75,11,34,37,4,10,0.371,0.162,29758.93,23.7,0.254,79.58,26,8,19,View
14586,59598,22337,Footwear,3619,Cart_Add,2024-03-14 17:20:24,Mobile,Search_Engine,Central,35-44,Gold,3926,795,149,42,93570.58,34.58,1.98,3459,In_Stock,Standard,69,9,2,65,29,28,0.546,0.809,53573.29,17.68,0.265,15.66,3,0,18,View
10276,61330,21581,Grocery,3612,Cart_Add,2024-10-30 01:55:57,Desktop,Email,West,45-54,Regular,4220,123,548,34,64937.74,37.06,4.46,1575,In_Stock,Standard,68,9,12,43,39,7,0.672,0.662,22685.5,93.23,0.947,44.4,8,19,4,Add_to_Cart
12741,58709,21409,Grocery,3784,Product_View,2024-01-19 16:28:03,Mobile,Direct,South,25-34,Regular,1127,211,697,7,92621.48,37.2,3.56,7918,In_Stock,Express,2,14,19,55,6,23,0.231,0.256,25086.93,84.43,0.479,89.63,9,21,13,Add_to_Cart
12290,61357,20175,Beauty,3741,Cart_Add,2024-11-24 18:01:17,Mobile,Direct,South,25-34,Regular,3094,342,1771,1,9042.7,71.28,4.77,8996,In_Stock,Same_Day,34,9,33,69,19,25,0.32,0.882,6588.3,43.23,0.587,77.34,23,3,12,Purchase
11240,56570,25793,Fashion,3797,Product_View,2024-07-12 17:26:34,Mobile,Search_Engine,Central,18-24,Silver,5382,308,101,58,20492.96,37.43,4.34,2234,Limited_Stock,Express,83,13,17,57,38,20,0.232,0.022,46287.66,63.32,0.657,58.99,21,23,5,Add_to_Cart
15371,51492,20474,Toys,3206,Product_View,2024-02-21 14:51:56,Mobile,Search_Engine,Central,18-24,Silver,3826,249,183,58,49914.78,50.04,3.96,5988,In_Stock,Standard,18,15,8,58,16,26,0.683,0.16,1806.89,2.42,0.121,81.91,11,30,12,Ignore
10126,55214,23433,Beauty,3583,Product_View,2024-10-29 13:00:04,Mobile,Direct,West,35-44,Regular,5113,733,622,37,35500.82,63.47,2.45,14409,In_Stock,Standard,34,0,9,24,4,3,0.789,0.294,11695.4,72.2,0.09,95.36,32,20,6,Ignore
14066,61882,20270,Sports,3681,Wishlist_Add,2024-06-11 13:31:11,Mobile,Social_Media,East,18-24,Silver,4222,555,111,31,5869.26,61.76,2.33,8524,In_Stock,Express,34,10,19,3,40,5,0.054,0.23,42463.5,43.66,0.045,47.11,18,16,2,View
14313,54229,22045,Electronics,3697,Product_View,2024-08-08 19:49:40,Desktop,Search_Engine,South,45-54,Regular,2080,476,490,4,12079.04,51.63,4.15,9055,In_Stock,Standard,39,21,21,24,18,27,0.071,0.65,11437.64,10.4,0.909,32.7,38,26,1,Add_to_Cart
13869,57509,23196,Footwear,3412,Product_View,2024-10-30 02:44:42,Mobile,Direct,West,35-44,Regular,5367,582,1785,33,30601.82,71.69,4.51,7363,In_Stock,Standard,23,18,20,68,32,6,0.419,0.222,8965.98,63.92,0.034,74.04,6,28,3,View
11209,54410,20694,Books,3333,Wishlist_Add,2024-11-01 09:10:29,Mobile,Search_Engine,North,45-54,Gold,1435,130,85,32,77832.3,23.67,1.35,9742,In_Stock,Standard,89,5,0,10,32,29,0.188,0.322,40576.34,90.44,0.314,98.38,18,23,4,View
15343,50591,24472,Toys,3208,Wishlist_Add,2024-08-11 07:09:15,Mobile,Social_Media,Central,35-44,Regular,4865,542,645,2,85594.14,66.62,2.24,12287,Out_of_Stock,Standard,23,12,7,27,49,6,0.376,0.222,1563.48,17.44,0.526,62.3,7,32,14,View
13250,57380,21416,Home_Appliances,3405,Search_Click,2024-02-27 10:59:41,Desktop,Search_Engine,South,18-24,Premium,3647,167,1731,56,84521.97,23.33,1.79,12680,In_Stock,Same_Day,85,1,10,51,29,18,0.991,0.271,11890.79,2.84,0.489,49.35,30,0,2,Ignore
10919,59736,22084,Footwear,3388,Wishlist_Add,2024-02-29 22:11:42,Mobile,Direct,East,25-34,Silver,2433,753,181,43,26509.77,41.58,1.13,12044,Out_of_Stock,Express,51,22,0,32,15,16,0.807,0.187,14397.9,57.09,0.085,59.54,19,21,13,Ignore
15414,53057,21236,Fashion,3487,Purchase,2024-06-17 23:37:16,Mobile,Advertisement,East,18-24,Premium,3818,332,773,35,71337.26,12.34,1.04,11398,In_Stock,Standard,74,17,9,41,35,0,0.634,0.135,57926.58,3.66,0.802,86.94,15,21,10,View
13924,52207,23968,Footwear,3382,Cart_Add,2024-08-19 18:05:49,Mobile,Direct,North,25-34,Premium,519,666,1680,56,30088.58,55.8,2.58,11499,In_Stock,Standard,15,5,7,30,30,17,0.644,0.772,54052.21,68.63,0.934,46.72,31,22,5,View
15758,61532,21972,Toys,3271,Product_View,2024-06-05 07:38:07,Mobile,Direct,Central,25-34,Regular,3829,775,1044,54,59105.54,47.03,2.43,11829,In_Stock,Express,86,22,4,7,45,0,0.112,0.275,12157.33,48.3,0.13,27.88,8,33,1,View
14404,52709,20134,Electronics,3437,Cart_Add,2024-03-22 15:58:22,Mobile,Social_Media,Central,35-44,Regular,126,394,123,5,79667.27,69.81,3.59,7687,In_Stock,Express,84,4,34,3,1,4,0.213,0.288,43593.45,38.25,0.205,74.72,38,21,13,View
15456,55982,22913,Fashion,3430,Product_View,2024-05-21 18:06:38,Mobile,Search_Engine,West,25-34,Premium,1838,439,150,13,22135.39,31.31,1.06,4018,In_Stock,Express,49,5,27,18,17,22,0.819,0.944,35017.92,95.9,0.526,42.38,2,5,3,Add_to_Cart
11970,55723,25020,Home_Appliances,3647,Wishlist_Add,2024-07-23 04:47:56,Mobile,Email,North,25-34,Gold,514,453,185,45,41116.03,35.41,4.81,6376,In_Stock,Same_Day,17,18,8,46,35,23,0.707,0.712,40960.2,93.92,0.439,63.26,17,3,5,Add_to_Cart
12794,50748,24786,Beauty,3658,Cart_Add,2024-12-11 05:42:52,Desktop,Search_Engine,East,18-24,Regular,5223,639,1043,21,46170.89,5.55,4.45,14716,In_Stock,Standard,1,5,2,18,48,19,0.851,0.726,57403.77,27.46,0.545,15.23,20,2,19,Ignore
10892,58993,25798,Sports,3345,Wishlist_Add,2024-07-14 10:23:29,Tablet,Direct,East,55+,Regular,3494,455,1539,11,35779.94,55.06,1.35,9946,In_Stock,Standard,70,19,12,69,20,8,0.047,0.088,19392.53,52.82,0.015,52.21,35,7,17,View
14471,56554,25969,Beauty,3149,Cart_Add,2024-11-13 05:52:12,Desktop,Social_Media,North,45-54,Premium,3455,530,42,19,81482.71,72.7,4.8,4497,In_Stock,Express,81,0,28,6,20,26,0.103,0.515,8811.65,72.47,0.814,8.43,30,13,6,Add_to_Cart
12034,51498,20841,Footwear,3628,Purchase,2024-12-21 07:08:31,Tablet,Email,North,35-44,Silver,4473,597,1421,12,7864.56,63.34,4.91,4553,Limited_Stock,Express,9,23,16,69,48,1,0.693,0.785,54383.56,61.61,0.235,23.35,30,28,14,View
11365,51380,25084,Home_Appliances,3392,Purchase,2024-08-10 09:55:34,Desktop,Search_Engine,East,45-54,Regular,526,869,1308,6,90987.43,52.08,1.0,12871,In_Stock,Standard,86,13,3,66,2,4,0.921,0.418,23151.06,26.94,0.895,49.06,21,5,16,View
10129,58872,21462,Electronics,3187,Product_View,2024-08-18 01:23:53,Tablet,Search_Engine,North,35-44,Silver,5051,371,614,54,87035.05,64.74,3.32,4501,In_Stock,Standard,24,20,2,10,29,16,0.053,0.664,22314.46,82.86,0.641,46.62,29,26,14,View
11015,57361,24935,Toys,3020,Purchase,2024-04-01 16:27:57,Mobile,Direct,North,45-54,Gold,4837,161,901,24,34836.28,25.04,1.73,6117,In_Stock,Standard,84,8,15,66,5,16,0.115,0.769,29651.15,69.86,0.916,16.7,35,20,15,Add_to_Cart
11800,53771,23473,Footwear,3338,Product_View,2024-05-17 12:57:31,Desktop,Advertisement,Central,45-54,Regular,3667,896,1512,13,79330.73,40.86,4.71,12574,In_Stock,Same_Day,81,11,20,40,21,11,0.558,0.017,55503.91,45.56,0.867,46.86,35,15,18,View
15478,53343,25548,Books,3373,Search_Click,2024-08-12 19:22:25,Tablet,Social_Media,North,45-54,Regular,3092,64,201,20,9606.48,8.35,4.24,11246,In_Stock,Standard,12,10,27,34,34,8,0.731,0.628,41134.88,48.67,0.536,99.35,17,18,19,Add_to_Cart
14613,59089,24844,Fashion,3756,Cart_Add,2024-06-13 05:13:12,Desktop,Direct,East,35-44,Silver,4273,234,698,35,86498.17,28.56,1.21,11808,In_Stock,Standard,36,12,3,9,33,25,0.615,0.196,20328.42,63.32,0.33,73.22,37,0,17,View
11519,51547,22876,Fashion,3067,Purchase,2024-06-29 15:27:37,Tablet,Advertisement,South,55+,Silver,594,654,1768,26,70856.43,18.21,4.94,9630,Limited_Stock,Same_Day,22,22,32,9,37,0,0.551,0.542,48501.1,18.84,0.092,22.87,18,20,6,View
14182,53127,22510,Home_Appliances,3439,Product_View,2024-08-04 18:54:12,Mobile,Direct,East,25-34,Premium,4528,769,741,45,61581.57,3.39,3.6,8493,In_Stock,Standard,70,9,22,4,24,6,0.517,0.931,10690.33,17.24,0.144,71.62,28,9,4,View
11199,55890,20966,Furniture,3062,Purchase,2024-06-24 07:42:46,Mobile,Social_Media,Central,18-24,Regular,2229,257,267,6,42008.49,7.04,3.17,2704,In_Stock,Express,2,7,14,20,11,11,0.868,0.314,41619.03,17.2,0.42,14.73,37,30,18,Ignore
13874,56209,22039,Furniture,3486,Purchase,2024-02-26 22:34:57,Mobile,Social_Media,North,25-34,Regular,3468,491,1182,13,142.61,74.78,2.99,14967,In_Stock,Standard,18,0,27,4,34,29,0.423,0.753,42536.33,5.21,0.432,80.36,16,25,5,View
15239,58876,24241,Footwear,3786,Cart_Add,2024-03-07 03:43:11,Mobile,Advertisement,East,25-34,Silver,468,555,1309,9,70445.41,70.0,4.59,358,In_Stock,Express,36,20,20,11,20,3,0.63,0.079,19665.39,55.34,0.831,22.06,6,10,12,View
12475,51296,21851,Footwear,3622,Product_View,2024-03-08 04:33:15,Desktop,Direct,West,25-34,Silver,2407,750,119,14,72205.19,54.09,4.17,8661,Limited_Stock,Express,59,7,8,11,24,15,0.323,0.306,27769.19,99.5,0.826,43.63,23,25,13,View
13486,51386,20735,Footwear,3568,Cart_Add,2024-05-31 10:06:10,Desktop,Social_Media,South,18-24,Regular,256,232,872,3,57935.61,34.29,2.63,1098,Out_of_Stock,Express,22,2,29,43,31,16,0.245,0.529,12913.66,87.01,0.816,66.81,23,0,6,Add_to_Cart
14050,50943,22454,Footwear,3085,Wishlist_Add,2024-09-10 19:35:51,Desktop,Search_Engine,East,25-34,Regular,3322,793,549,16,28504.27,29.72,3.04,14700,Limited_Stock,Same_Day,73,5,21,67,27,1,0.755,0.195,16063.8,60.72,0.742,9.79,7,4,0,View
13720,53281,23017,Furniture,3406,Product_View,2024-06-08 03:19:24,Mobile,Direct,North,35-44,Regular,881,549,1763,12,9465.57,50.72,1.62,5464,Limited_Stock,Same_Day,72,9,33,43,38,11,0.03,0.344,5592.26,25.05,0.45,35.44,19,12,0,Add_to_Cart
10303,51034,23003,Toys,3776,Purchase,2024-08-31 05:21:28,Mobile,Social_Media,Central,55+,Regular,2977,124,488,56,3918.55,18.14,4.54,4100,In_Stock,Express,11,5,21,42,35,18,0.915,0.891,26281.53,24.45,0.366,39.88,14,12,8,View
13953,52787,22316,Fashion,3395,Product_View,2024-12-20 11:45:26,Desktop,Direct,South,35-44,Regular,4523,888,663,51,12322.31,20.26,1.4,2253,In_Stock,Express,32,24,19,36,18,26,0.783,0.396,59656.45,60.75,0.504,74.23,37,26,12,Add_to_Cart
14684,52234,24004,Electronics,3619,Product_View,2024-05-08 08:27:20,Mobile,Search_Engine,West,35-44,Regular,5384,693,565,37,14291.26,67.62,3.53,225,In_Stock,Standard,40,11,22,33,18,6,0.143,0.71,49455.36,54.82,0.128,10.5,4,30,1,View
10987,61838,22314,Books,3524,Product_View,2024-03-14 05:28:19,Mobile,Direct,West,35-44,Gold,5260,228,279,36,26165.35,7.16,1.86,12394,Limited_Stock,Standard,34,14,24,37,3,28,0.22,0.788,24085.74,50.91,0.301,14.28,29,17,3,Add_to_Cart
11864,51621,24624,Furniture,3176,Product_View,2024-12-23 06:32:12,Mobile,Direct,North,25-34,Regular,1775,273,964,54,72431.04,5.68,2.47,4125,Limited_Stock,Standard,33,6,25,32,3,5,0.731,0.739,12748.09,81.7,0.745,79.98,12,28,12,Add_to_Cart
14441,53536,23164,Electronics,3359,Search_Click,2024-05-24 08:15:06,Desktop,Direct,West,18-24,Gold,420,40,590,7,29675.92,33.15,3.46,9209,In_Stock,Express,21,24,15,68,46,19,0.031,0.437,39622.2,64.72,0.367,86.7,8,27,11,Add_to_Cart
14910,53206,23320,Home_Appliances,3539,Purchase,2024-12-26 04:51:11,Desktop,Direct,South,25-34,Regular,673,273,833,27,94893.36,31.19,2.71,13224,In_Stock,Same_Day,51,0,22,23,20,29,0.406,0.669,37978.05,85.11,0.026,35.09,10,8,16,View
13073,52883,23462,Electronics,3291,Purchase,2024-11-01 13:58:43,Mobile,Social_Media,West,45-54,Regular,2165,134,275,19,17621.88,30.94,3.57,13221,In_Stock,Standard,5,23,26,42,31,1,0.389,0.537,34006.87,33.02,0.243,55.57,18,8,11,View
15407,50171,25508,Footwear,3130,Search_Click,2024-06-03 21:48:53,Mobile,Direct,North,18-24,Premium,1464,134,1456,8,81061.5,34.64,3.38,13362,In_Stock,Express,3,21,8,63,37,14,0.609,0.68,48175.46,97.32,0.904,59.87,19,31,0,Add_to_Cart
15774,58141,25215,Grocery,3739,Search_Click,2024-03-14 05:19:46,Desktop,Advertisement,West,18-24,Gold,959,609,845,48,21692.8,24.09,1.3,159,Limited_Stock,Same_Day,60,7,0,12,6,14,0.311,0.09,27081.13,27.18,0.452,37.63,11,3,12,Ignore
13125,59746,20430,Toys,3479,Product_View,2024-02-18 23:26:50,Mobile,Direct,Central,45-54,Gold,3539,34,1244,4,30678.75,15.84,3.46,2408,In_Stock,Express,88,24,6,57,2,14,0.267,0.12,50387.98,22.85,0.177,77.49,25,4,11,View
11328,53898,22989,Furniture,3648,Search_Click,2024-10-26 18:51:08,Tablet,Social_Media,South,25-34,Silver,3573,550,603,23,23414.01,5.59,2.75,3102,In_Stock,Standard,41,1,11,31,35,17,0.379,0.52,42883.15,11.61,0.818,54.45,31,29,17,View
15189,59788,23797,Grocery,3532,Purchase,2024-03-11 07:43:49,Mobile,Direct,North,35-44,Regular,3068,168,1700,56,58359.24,11.72,2.6,14751,Limited_Stock,Express,42,3,32,31,33,6,0.674,0.001,40749.99,84.11,0.652,22.22,6,15,14,View
12409,59816,25157,Home_Appliances,3264,Product_View,2024-10-07 06:57:32,Desktop,Email,North,45-54,Regular,1052,555,105,34,71367.41,2.5,2.19,4509,In_Stock,Standard,68,5,23,62,42,25,0.911,0.441,25755.74,43.49,0.061,16.78,26,7,1,View
13674,54123,25513,Footwear,3671,Product_View,2024-11-24 10:40:48,Mobile,Direct,Central,25-34,Gold,5038,502,1068,13,3600.04,26.45,4.0,4820,In_Stock,Standard,38,10,29,15,20,11,0.284,0.066,7181.99,4.29,0.489,7.93,35,20,10,View
13292,55110,21597,Fashion,3503,Cart_Add,2024-12-16 04:48:54,Desktop,Social_Media,North,35-44,Gold,385,572,1364,57,42230.99,1.67,2.09,11237,Limited_Stock,Standard,50,11,30,66,26,24,0.735,0.714,21261.34,68.63,0.378,64.44,2,7,7,Add_to_Cart
14034,59284,23363,Books,3160,Wishlist_Add,2024-07-20 07:54:33,Mobile,Search_Engine,East,35-44,Silver,2844,635,740,25,63296.43,23.12,1.51,3503,In_Stock,Standard,40,24,25,29,27,7,0.453,0.681,25251.33,63.12,0.579,85.86,13,14,2,Add_to_Cart
15106,52838,25994,Sports,3538,Product_View,2024-06-28 06:33:52,Tablet,Search_Engine,North,18-24,Silver,1865,835,663,48,13773.12,15.98,4.78,11876,In_Stock,Express,12,24,6,61,38,12,0.783,0.935,33494.41,6.11,0.73,93.9,11,32,2,Add_to_Cart
10704,58600,22351,Beauty,3081,Cart_Add,2024-04-03 09:58:47,Mobile,Search_Engine,West,35-44,Premium,3232,56,1422,26,58362.25,50.31,1.57,4077,Limited_Stock,Standard,3,9,29,2,27,28,0.11,0.013,45898.13,18.41,0.862,9.75,29,20,5,View
10575,55229,21780,Books,3413,Product_View,2024-02-01 10:23:21,Mobile,Search_Engine,North,25-34,Regular,3835,160,1016,2,33513.47,48.67,1.4,5329,In_Stock,Standard,56,8,10,40,41,3,0.34,0.999,26951.39,90.01,0.882,60.03,28,21,6,Add_to_Cart
15705,54170,23989,Books,3475,Cart_Add,2024-12-02 19:42:04,Desktop,Direct,South,18-24,Gold,122,728,390,40,3211.09,32.8,4.09,975,In_Stock,Standard,84,2,13,14,40,6,0.448,0.876,8375.92,88.06,0.705,80.98,23,4,3,Add_to_Cart
13233,56722,22449,Home_Appliances,3018,Search_Click,2024-08-19 02:16:47,Mobile,Direct,North,55+,Gold,5142,656,730,52,92053.13,54.1,2.02,5943,Out_of_Stock,Standard,25,1,16,61,22,10,0.536,0.488,12591.73,42.45,0.762,75.32,0,7,6,View
15209,50680,22871,Fashion,3069,Cart_Add,2024-02-08 00:37:30,Desktop,Email,South,35-44,Regular,2543,276,1202,14,77135.94,26.6,2.34,10578,In_Stock,Same_Day,26,5,8,22,4,1,0.753,0.846,39942.53,0.43,0.087,72.89,9,4,19,Ignore
14784,57430,22911,Grocery,3130,Search_Click,2024-05-21 19:09:47,Tablet,Direct,Central,18-24,Silver,2496,562,441,12,5922.66,11.37,4.87,1041,Out_of_Stock,Standard,52,10,11,33,21,19,0.008,0.268,9032.68,13.81,0.936,54.56,15,8,2,View
12633,55488,24614,Furniture,3647,Product_View,2024-01-17 14:17:15,Mobile,Social_Media,East,35-44,Silver,230,636,340,26,44343.16,3.1,2.55,14309,Out_of_Stock,Standard,17,0,20,24,2,2,0.112,0.914,6774.79,35.43,0.924,15.17,23,4,8,View
13829,50237,25497,Beauty,3730,Wishlist_Add,2024-08-11 00:06:32,Mobile,Social_Media,West,45-54,Regular,5035,710,1371,28,76030.2,3.43,1.99,9389,In_Stock,Express,80,23,24,31,16,29,0.817,0.548,37288.54,19.83,0.852,7.46,8,3,13,Add_to_Cart
13231,60967,24261,Books,3310,Product_View,2024-10-31 01:48:26,Desktop,Social_Media,East,25-34,Regular,1095,608,333,38,91622.44,40.46,1.97,13743,In_Stock,Same_Day,40,23,15,53,13,28,0.203,0.366,54663.97,90.69,0.1,64.62,25,27,0,Add_to_Cart
10489,61630,22073,Home_Appliances,3487,Product_View,2024-01-24 20:35:13,Desktop,Social_Media,East,25-34,Regular,5122,532,47,10,43139.78,61.55,2.43,5868,Limited_Stock,Standard,18,7,0,53,1,1,0.26,0.48,59730.11,9.9,0.453,94.87,27,13,15,Ignore
11348,61550,23808,Furniture,3015,Search_Click,2024-05-10 10:32:03,Mobile,Social_Media,Central,25-34,Regular,5035,737,801,12,85975.61,45.29,4.25,4295,In_Stock,Standard,18,11,25,23,17,17,0.091,0.319,29645.31,7.26,0.793,92.69,39,7,9,View
13682,56805,25243,Home_Appliances,3496,Product_View,2024-10-11 03:18:42,Mobile,Social_Media,North,25-34,Regular,563,591,525,9,62904.64,25.45,2.16,4008,In_Stock,Standard,38,6,25,38,37,21,0.741,0.247,53572.24,49.35,0.933,46.73,28,14,12,View
13174,61070,24225,Fashion,3186,Wishlist_Add,2024-02-07 13:35:55,Mobile,Advertisement,East,25-34,Regular,2590,223,1604,9,11268.02,39.99,4.78,6550,In_Stock,Standard,79,1,20,12,13,22,0.775,0.341,16125.31,21.63,0.309,15.73,1,27,12,Ignore
14590,52424,22865,Toys,3417,Search_Click,2024-08-21 00:47:27,Desktop,Social_Media,West,25-34,Silver,5125,369,1263,27,78666.36,64.74,2.62,9731,In_Stock,Same_Day,57,9,19,41,39,9,0.977,0.32,2513.34,85.37,0.541,40.73,9,3,12,View
11668,61340,25754,Home_Appliances,3707,Product_View,2024-08-05 14:59:27,Mobile,Search_Engine,South,55+,Regular,3213,518,421,48,72802.73,62.42,1.78,2339,In_Stock,Express,38,13,4,48,24,5,0.395,0.772,41254.44,24.59,0.308,97.59,14,8,16,View
11638,51033,23619,Grocery,3703,Product_View,2024-12-19 12:47:08,Mobile,Search_Engine,Central,18-24,Regular,4830,113,1316,22,31356.09,47.27,1.65,3861,In_Stock,Express,46,18,27,9,45,18,0.585,0.154,44880.67,47.89,0.817,49.14,32,5,4,Add_to_Cart
14115,56340,21018,Home_Appliances,3746,Cart_Add,2024-08-13 09:41:06,Desktop,Direct,Central,55+,Regular,610,171,976,24,87039.21,47.72,2.85,5982,In_Stock,Standard,28,11,11,44,44,24,0.876,0.867,25869.26,83.34,0.467,84.37,24,18,9,Add_to_Cart
13554,61047,24691,Furniture,3432,Product_View,2024-07-11 03:24:53,Desktop,Advertisement,East,45-54,Regular,3062,658,1691,22,20871.35,35.09,4.64,12889,In_Stock,Express,87,16,20,41,0,25,0.653,0.318,24162.8,74.12,0.583,60.41,15,3,15,Add_to_Cart
11001,52941,21333,Fashion,3066,Wishlist_Add,2024-01-18 07:49:39,Mobile,Advertisement,North,35-44,Premium,2554,242,514,22,66800.91,74.58,2.93,5888,Limited_Stock,Express,2,24,4,68,22,16,0.737,0.337,43230.97,65.54,0.819,88.13,8,9,2,View
10851,61894,22484,Grocery,3081,Product_View,2024-04-23 07:26:49,Mobile,Direct,East,25-34,Silver,1195,349,473,4,70712.12,53.33,2.02,13667,Limited_Stock,Standard,54,16,32,54,12,27,0.18,0.377,59418.82,37.9,0.891,14.49,9,13,0,Add_to_Cart
11389,55410,20182,Electronics,3036,Product_View,2024-05-10 22:03:47,Desktop,Advertisement,South,18-24,Regular,2018,727,436,41,28271.89,40.05,3.5,193,In_Stock,Standard,58,19,28,39,41,24,0.403,0.926,52637.8,40.83,0.8,17.63,19,22,11,Purchase
15451,53133,25708,Home_Appliances,3747,Wishlist_Add,2024-08-09 02:22:09,Desktop,Direct,East,35-44,Regular,1422,664,1498,31,32148.72,67.63,1.22,10209,In_Stock,Express,53,0,14,62,37,25,0.546,0.298,27554.91,85.47,0.634,97.34,3,8,0,Add_to_Cart
13713,57081,24840,Fashion,3017,Cart_Add,2024-12-08 09:08:36,Desktop,Direct,North,45-54,Silver,2285,100,524,12,87762.76,14.44,3.71,11692,Limited_Stock,Same_Day,27,13,18,36,23,23,0.641,0.349,12664.41,50.61,0.267,71.95,17,2,13,View
